CVE_PROD,NLISPRE,LMARGEN,LPRECPROD,LDCTO1P,LDCTO2P,LEXCDESD,LEXCHAST
YPN21,3,20.0,76.94,0.0,0.0,0.0,0.0
YPN22,3,20.0,76.94,0.0,0.0,0.0,0.0
YPN23,3,20.0,76.94,0.0,0.0,0.0,0.0
WERM9,3,20.0,2.4,0.0,0.0,0.0,0.0
VIC15,3,20.0,18.67,25.0,0.0,0.0,0.0
VIC17,3,20.0,10.28,25.0,0.0,0.0,0.0
VIC18,3,20.0,13.38,25.0,0.0,0.0,0.0
VIC19,3,20.0,24.32,25.0,0.0,0.0,0.0
TEC11,3,20.0,248.69,0.0,0.0,0.0,0.0
RAAM19,3,20.0,10.08,0.0,0.0,0.0,0.0
JAL55,3,20.0,14.27,0.0,0.0,0.0,0.0
NOV59,3,20.0,52.8,0.0,0.0,0.0,0.0
PIS9,3,20.0,25.32,0.0,0.0,0.0,0.0
SON54,3,20.0,35.26,25.0,0.0,0.0,0.0
PROG1,3,20.0,43.01,0.0,0.0,0.0,0.0
PROG2,3,20.0,21.65,0.0,0.0,0.0,0.0
PROG4,3,20.0,94.27,0.0,0.0,0.0,0.0
PROG11,3,20.0,37.21,0.0,0.0,0.0,0.0
PROG13,3,20.0,18.48,0.0,0.0,0.0,0.0
PROG14,3,20.0,86.08,0.0,0.0,0.0,0.0
MIC8,3,20.0,28.8,25.0,0.0,0.0,0.0
KEN15,3,20.0,39.6,0.0,0.0,0.0,0.0
QUIFA26,3,20.0,17.1,0.0,0.0,0.0,0.0
PIS10,3,20.0,16.38,0.0,0.0,0.0,0.0
QUIFA29,3,20.0,20.92,0.0,0.0,0.0,0.0
TOC8,3,20.0,69.98,0.0,0.0,0.0,0.0
SER22,3,20.0,10.2,25.0,0.0,0.0,0.0
QUIFA34,3,20.0,11.08,0.0,0.0,0.0,0.0
QUIFA35,3,20.0,24.74,0.0,0.0,0.0,0.0
RAAM26,3,20.0,22.78,0.0,0.0,0.0,0.0
RAAM27,3,20.0,12.9,0.0,0.0,0.0,0.0
RAAM28,3,20.0,74.4,0.0,0.0,0.0,0.0
MAV152,3,20.0,49.92,0.0,0.0,0.0,0.0
AMS49,3,20.0,16.8,0.0,0.0,0.0,0.0
AMS51,3,20.0,13.3,0.0,0.0,0.0,0.0
JAYOR33,3,20.0,40.52,0.0,0.0,0.0,0.0
JAYOR35,3,20.0,44.09,0.0,0.0,0.0,0.0
PIS11,3,20.0,8.39,0.0,0.0,0.0,0.0
DEG43,3,20.0,24.29,0.0,0.0,0.0,0.0
PIS12,3,20.0,9.62,0.0,0.0,0.0,0.0
QUIFA42,3,20.0,56.64,0.0,0.0,0.0,0.0
LOE74,3,20.0,31.78,0.0,0.0,0.0,0.0
ACO11,3,20.0,66.0,0.0,0.0,0.0,0.0
PIS13,3,20.0,10.06,0.0,0.0,0.0,0.0
CON31,3,20.0,29.88,0.0,0.0,0.0,0.0
CON32,3,20.0,27.0,0.0,0.0,0.0,0.0
GEL22,3,20.0,69.29,0.0,0.0,0.0,0.0
GEL24,3,20.0,68.42,0.0,0.0,0.0,0.0
MAV160,3,20.0,77.96,0.0,0.0,0.0,0.0
MAV161,3,20.0,9.6,0.0,0.0,0.0,0.0
RAAM29,3,20.0,11.4,0.0,0.0,0.0,0.0
MAV162,3,20.0,29.04,0.0,0.0,0.0,0.0
MAV165,3,20.0,30.36,0.0,0.0,0.0,0.0
AVIVIA25,3,20.0,42.0,0.0,0.0,0.0,0.0
GEL26,3,20.0,36.81,0.0,0.0,0.0,0.0
GEL27,3,20.0,34.15,0.0,0.0,0.0,0.0
GEL28,3,20.0,53.09,0.0,0.0,0.0,0.0
GEL31,3,20.0,102.7,0.0,0.0,0.0,0.0
BRU85,3,20.0,12.7,0.0,0.0,0.0,0.0
JAYOR37,3,20.0,15.3,0.0,0.0,0.0,0.0
JAYOR40,3,20.0,30.6,0.0,0.0,0.0,0.0
JAYOR42,3,20.0,11.73,0.0,0.0,0.0,0.0
NOV66,3,20.0,40.88,0.0,0.0,0.0,0.0
ACO8,3,20.0,36.54,0.0,0.0,0.0,0.0
AVIVIA1,3,20.0,16.8,0.0,0.0,0.0,0.0
HORM2,3,20.0,19.11,0.0,0.0,0.0,0.0
HORM3,3,20.0,9.43,0.0,0.0,0.0,0.0
HORM12,3,20.0,54.59,0.0,0.0,0.0,0.0
AVIVIA18,3,20.0,94.39,0.0,0.0,0.0,0.0
AVIVIA6,3,20.0,7.8,0.0,0.0,0.0,0.0
AVIVIA7,3,20.0,26.4,0.0,0.0,0.0,0.0
MAV175,3,20.0,41.58,0.0,0.0,0.0,0.0
AVIVIA8,3,20.0,30.0,0.0,0.0,0.0,0.0
AVIVIA9,3,20.0,43.2,0.0,0.0,0.0,0.0
HISP1,3,20.0,25.8,0.0,0.0,0.0,0.0
AVIVIA22,3,20.0,21.6,0.0,0.0,0.0,0.0
HISP3,3,20.0,25.2,0.0,0.0,0.0,0.0
HISP4,3,20.0,25.2,0.0,0.0,0.0,0.0
HISP5,3,20.0,21.6,0.0,0.0,0.0,0.0
WIP9,3,20.0,340.4,0.0,0.0,0.0,0.0
WIP10,3,20.0,340.4,0.0,0.0,0.0,0.0
WIP11,3,20.0,151.31,0.0,0.0,0.0,0.0
WIP12,3,20.0,151.31,0.0,0.0,0.0,0.0
WIP13,3,20.0,101.33,0.0,0.0,0.0,0.0
WIP14,3,20.0,101.33,0.0,0.0,0.0,0.0
WIP15,3,20.0,101.33,0.0,0.0,0.0,0.0
WIP17,3,20.0,53.18,0.0,0.0,0.0,0.0
AVIVIA28,3,20.0,6.0,0.0,0.0,0.0,0.0
DEG45,3,20.0,24.13,0.0,0.0,0.0,0.0
BRU87,3,20.0,7.49,0.0,0.0,0.0,0.0
HORM14,3,20.0,18.83,0.0,0.0,0.0,0.0
AVIVIA51,3,20.0,12.0,0.0,0.0,0.0,0.0
VAR85,3,20.0,40.5,0.0,0.0,0.0,0.0
AVIVIA53,3,20.0,7.02,0.0,0.0,0.0,0.0
AVIVIA54,3,20.0,10.56,0.0,0.0,0.0,0.0
AVIVIA55,3,20.0,8.58,0.0,0.0,0.0,0.0
BIOM41,3,20.0,36.54,0.0,0.0,0.0,0.0
DKT31,3,20.0,9.22,0.0,0.0,0.0,0.0
DKT32,3,20.0,11.84,0.0,0.0,0.0,0.0
NOV68,3,20.0,114.0,0.0,0.0,0.0,0.0
ACO15,3,20.0,18.9,0.0,0.0,0.0,0.0
NAT70,3,20.0,14.04,0.0,0.0,0.0,0.0
VAR105,3,20.0,22.8,0.0,0.0,0.0,0.0
VAR106,3,20.0,35.75,0.0,0.0,0.0,0.0
COL81,3,20.0,31.2,0.0,0.0,0.0,0.0
AVIVIA68,3,20.0,13.2,0.0,0.0,0.0,0.0
AVIVIA70,3,20.0,14.4,0.0,0.0,0.0,0.0
FAR25,3,20.0,15.24,0.0,0.0,0.0,0.0
MED6,3,20.0,13.37,0.0,0.0,0.0,0.0
CMD51,3,20.0,47.42,0.0,0.0,0.0,0.0
AVIVIA71,3,20.0,108.0,0.0,0.0,0.0,0.0
COL83,3,20.0,46.8,0.0,0.0,0.0,0.0
MAV202,3,20.0,45.6,0.0,0.0,0.0,0.0
GEL34,3,20.0,56.34,0.0,0.0,0.0,0.0
QUIFA47,3,20.0,22.8,0.0,0.0,0.0,0.0
QUIFA48,3,20.0,15.0,0.0,0.0,0.0,0.0
QUIFA49,3,20.0,15.0,0.0,0.0,0.0,0.0
LAND8,3,20.0,20.41,0.0,0.0,0.0,0.0
LAND9,3,20.0,39.28,0.0,0.0,0.0,0.0
NAT72,3,20.0,11.34,0.0,0.0,0.0,0.0
COL87,3,20.0,34.8,0.0,0.0,0.0,0.0
COL88,3,20.0,4.8,0.0,0.0,0.0,0.0
COL89,3,20.0,20.81,0.0,0.0,0.0,0.0
SNA35,3,20.0,27.6,0.0,0.0,0.0,0.0
QUIFA51,3,20.0,39.04,0.0,0.0,0.0,0.0
AMS69,3,20.0,39.77,0.0,0.0,0.0,0.0
SNA36,3,20.0,13.2,0.0,0.0,0.0,0.0
VAR101,3,20.0,3.56,0.0,0.0,0.0,0.0
IQF25,3,20.0,6.0,0.0,0.0,0.0,0.0
ULTR57,3,20.0,42.0,0.0,0.0,0.0,0.0
AVIVIA72,3,20.0,12.0,0.0,0.0,0.0,0.0
FAR33,3,20.0,7.18,0.0,0.0,0.0,0.0
JAL57,3,20.0,78.98,0.0,0.0,0.0,0.0
JAL58,3,20.0,20.54,0.0,0.0,0.0,0.0
LIF45,3,20.0,24.96,0.0,0.0,0.0,0.0
VAR110,3,20.0,9.52,0.0,0.0,0.0,0.0
VAR111,3,20.0,6.52,0.0,0.0,0.0,0.0
VAR112,3,20.0,16.26,0.0,0.0,0.0,0.0
VAR113,3,20.0,16.5,0.0,0.0,0.0,0.0
VAR114,3,20.0,124.99,0.0,0.0,0.0,0.0
VAR115,3,20.0,185.76,0.0,0.0,0.0,0.0
VAR119,3,20.0,6.92,0.0,0.0,0.0,0.0
VAR120,3,20.0,14.76,0.0,0.0,0.0,0.0
SNA38,3,20.0,13.73,0.0,0.0,0.0,0.0
SNA39,3,20.0,28.8,0.0,0.0,0.0,0.0
SNA40,3,20.0,35.52,0.0,0.0,0.0,0.0
FAR35,3,20.0,32.4,0.0,0.0,0.0,0.0
MAV207,3,20.0,19.2,0.0,0.0,0.0,0.0
KENER3,3,20.0,16.92,0.0,0.0,0.0,0.0
KENER6,3,20.0,16.92,0.0,0.0,0.0,0.0
KENER12,3,20.0,20.4,0.0,0.0,0.0,0.0
KEN21,3,20.0,36.0,0.0,0.0,0.0,0.0
KENER14,3,20.0,36.0,0.0,0.0,0.0,0.0
KENER17,3,20.0,24.0,0.0,0.0,0.0,0.0
VAR121,3,20.0,16.54,0.0,0.0,0.0,0.0
VAR122,3,20.0,9.73,0.0,0.0,0.0,0.0
VAR123,3,20.0,14.71,0.0,0.0,0.0,0.0
VAR124,3,20.0,12.3,0.0,0.0,0.0,0.0
VAR125,3,20.0,2.4,0.0,0.0,0.0,0.0
VAR127,3,20.0,27.7,0.0,0.0,0.0,0.0
VAR128,3,20.0,34.56,0.0,0.0,0.0,0.0
VAR129,3,20.0,18.94,0.0,0.0,0.0,0.0
VAR131,3,20.0,120.0,0.0,0.0,0.0,0.0
VAR132,3,20.0,16.2,0.0,0.0,0.0,0.0
VAR133,3,20.0,16.2,0.0,0.0,0.0,0.0
VAR134,3,20.0,16.2,0.0,0.0,0.0,0.0
VAR135,3,20.0,12.24,0.0,0.0,0.0,0.0
VAR136,3,20.0,12.24,0.0,0.0,0.0,0.0
FAR36,3,20.0,6.46,0.0,0.0,0.0,0.0
BRU91,3,20.0,19.18,0.0,0.0,0.0,0.0
ULTR63,3,20.0,26.16,0.0,0.0,0.0,0.0
KENER19,3,20.0,11.59,0.0,0.0,0.0,0.0
ACO18,3,20.0,88.2,0.0,0.0,0.0,0.0
VAR137,3,20.0,58.8,0.0,0.0,0.0,0.0
VAR138,3,20.0,226.8,0.0,0.0,0.0,0.0
VAR139,3,20.0,60.0,0.0,0.0,0.0,0.0
FAR37,3,20.0,23.68,0.0,0.0,0.0,0.0
KENER20,3,20.0,10.8,0.0,0.0,0.0,0.0
MAV215,3,20.0,14.98,0.0,0.0,0.0,0.0
MAV216,3,20.0,60.0,0.0,0.0,0.0,0.0
BIOM44,3,20.0,7.92,0.0,0.0,0.0,0.0
IQF28,3,20.0,5.76,0.0,0.0,0.0,0.0
IQF29,3,20.0,4.61,0.0,0.0,0.0,0.0
IQFA29,3,20.0,10.25,0.0,0.0,0.0,0.0
FAR43,3,20.0,60.64,0.0,0.0,0.0,0.0
ULTR65,3,20.0,22.54,0.0,0.0,0.0,0.0
VAR142,3,20.0,40.93,0.0,0.0,0.0,0.0
DKT33,3,20.0,86.16,0.0,0.0,0.0,0.0
NAT44,3,20.0,86.4,0.0,0.0,0.0,0.0
LAND14,3,20.0,10.34,0.0,0.0,0.0,0.0
AMB12,3,20.0,159.9,0.0,0.0,0.0,0.0
AMB13,3,20.0,159.9,0.0,0.0,0.0,0.0
ULTR68,3,20.0,12.0,0.0,0.0,0.0,0.0
MEG1,3,20.0,10.56,0.0,0.0,0.0,0.0
MEG2,3,20.0,8.92,0.0,0.0,0.0,0.0
MEG3,3,20.0,27.72,0.0,0.0,0.0,0.0
MEG5,3,20.0,54.0,0.0,0.0,0.0,0.0
CMD55,3,20.0,25.66,0.0,0.0,0.0,0.0
ACO19,3,20.0,54.0,0.0,0.0,0.0,0.0
VAR143,3,20.0,35.81,0.0,0.0,0.0,0.0
YPN25,3,20.0,18.74,0.0,0.0,0.0,0.0
YPN26,3,20.0,18.74,0.0,0.0,0.0,0.0
DAN14,3,20.0,10.71,0.0,0.0,0.0,0.0
LAND15,3,20.0,80.64,0.0,0.0,0.0,0.0
BRU92,3,20.0,58.8,0.0,0.0,0.0,0.0
VAR144,3,20.0,56.7,0.0,0.0,0.0,0.0
MAV234,3,20.0,4.2,0.0,0.0,0.0,0.0
ULTR73,3,20.0,5.4,0.0,0.0,0.0,0.0
HORM19,3,20.0,6.46,0.0,0.0,0.0,0.0
AMB14,3,20.0,159.9,0.0,0.0,0.0,0.0
AMB15,3,20.0,142.45,0.0,0.0,0.0,0.0
AMB16,3,20.0,142.45,0.0,0.0,0.0,0.0
VAR146,3,20.0,34.2,0.0,0.0,0.0,0.0
VAR147,3,20.0,32.75,0.0,0.0,0.0,0.0
NAT54,3,20.0,30.0,0.0,0.0,0.0,0.0
JAYOR47,3,20.0,1200.0,0.0,0.0,0.0,0.0
QUIFA53,3,20.0,12.6,0.0,0.0,0.0,0.0
VAR148,3,20.0,9.24,0.0,0.0,0.0,0.0
VAR55,3,20.0,13.8,0.0,0.0,0.0,0.0
VAR152,3,20.0,19.44,0.0,0.0,0.0,0.0
VAR154,3,20.0,4.56,0.0,0.0,0.0,0.0
NAT8,3,20.0,35.64,0.0,0.0,0.0,0.0
VAR156,3,20.0,8.4,0.0,0.0,0.0,0.0
VAR157,3,20.0,13.8,0.0,0.0,0.0,0.0
VAR158,3,20.0,13.8,0.0,0.0,0.0,0.0
JAL60,3,20.0,20.25,0.0,0.0,0.0,0.0
VAR159,3,20.0,8.4,0.0,0.0,0.0,0.0
VAR161,3,20.0,8.4,0.0,0.0,0.0,0.0
VAR162,3,20.0,120.0,0.0,0.0,0.0,0.0
VAR163,3,20.0,8.4,0.0,0.0,0.0,0.0
VAR166,3,20.0,5.51,0.0,0.0,0.0,0.0
VAR167,3,20.0,3.22,0.0,0.0,0.0,0.0
VAR168,3,20.0,52.7,0.0,0.0,0.0,0.0
HISP6,3,20.0,67.97,0.0,0.0,0.0,0.0
ULTR77,3,20.0,86.48,0.0,0.0,0.0,0.0
NOV77,3,20.0,17.64,0.0,0.0,0.0,0.0
MED7,3,20.0,15.0,0.0,0.0,0.0,0.0
CMD59,3,20.0,52.03,0.0,0.0,0.0,0.0
ULTR82,3,20.0,1.2,0.0,0.0,0.0,0.0
JAL61,3,20.0,27.83,0.0,0.0,0.0,0.0
JAL62,3,20.0,8.71,0.0,0.0,0.0,0.0
JAYOR53,3,20.0,576.0,0.0,0.0,0.0,0.0
MED9,3,20.0,25.2,0.0,0.0,0.0,0.0
MAV240,3,20.0,34.78,0.0,0.0,0.0,0.0
DEG49,3,20.0,147.92,0.0,0.0,0.0,0.0
HISP7,3,20.0,22.44,0.0,0.0,0.0,0.0
BIOM55,3,20.0,7.92,0.0,0.0,0.0,0.0
FAR55,3,20.0,33.0,0.0,0.0,0.0,0.0
VAR176,3,20.0,4.2,0.0,0.0,0.0,0.0
FAR56,3,20.0,31.34,0.0,0.0,0.0,0.0
KENER25,3,20.0,175.2,0.0,0.0,0.0,0.0
VAR178,3,20.0,48.0,0.0,0.0,0.0,0.0
COL100,3,20.0,12.01,0.0,0.0,0.0,0.0
COL102,3,20.0,21.01,0.0,0.0,0.0,0.0
MED10,3,20.0,9.44,0.0,0.0,0.0,0.0
RAAM40,3,20.0,160.2,0.0,0.0,0.0,0.0
DKT23,3,20.0,36.25,0.0,0.0,0.0,0.0
WIP29,3,20.0,36.0,0.0,0.0,0.0,0.0
MAV242,3,20.0,10.61,0.0,0.0,0.0,0.0
RAAM41,3,20.0,491.04,0.0,0.0,0.0,0.0
VAR185,3,20.0,42.24,0.0,0.0,0.0,0.0
VAR186,3,20.0,57.82,0.0,0.0,0.0,0.0
VAR189,3,20.0,78.0,0.0,0.0,0.0,0.0
KEN26,3,20.0,156.0,0.0,0.0,0.0,0.0
MVI81,3,20.0,1.2,0.0,0.0,0.0,0.0
BET5,3,20.0,97.07,0.0,0.0,0.0,0.0
BET6,3,20.0,116.73,0.0,0.0,0.0,0.0
BET7,3,20.0,42.85,0.0,0.0,0.0,0.0
BET8,3,20.0,51.54,0.0,0.0,0.0,0.0
BET9,3,20.0,56.43,0.0,0.0,0.0,0.0
BET10,3,20.0,62.36,0.0,0.0,0.0,0.0
VAR197,3,20.0,12.6,0.0,0.0,0.0,0.0
VAR198,3,20.0,42.24,0.0,0.0,0.0,0.0
KEN30,3,20.0,21.6,0.0,0.0,0.0,0.0
LAND16,3,20.0,48.02,0.0,0.0,0.0,0.0
ULTR87,3,20.0,300.0,0.0,0.0,0.0,0.0
JAYOR58,3,20.0,93.42,0.0,0.0,0.0,0.0
JAYOR59,3,20.0,93.42,0.0,0.0,0.0,0.0
COL9,4,18.0,67.01,0.0,0.0,0.0,0.0
COL23,4,18.0,30.28,0.0,0.0,0.0,0.0
COL53,4,18.0,34.22,0.0,0.0,0.0,0.0
COL54,4,18.0,23.65,0.0,0.0,0.0,0.0
COL55,4,18.0,14.16,0.0,0.0,0.0,0.0
COL58,4,18.0,23.54,0.0,0.0,0.0,0.0
COL60,4,18.0,49.56,0.0,0.0,0.0,0.0
COL70,4,18.0,38.02,0.0,0.0,0.0,0.0
LAND5,4,18.0,28.67,0.0,0.0,0.0,0.0
SNA4,4,18.0,23.01,30.0,0.0,0.0,0.0
SNA7,4,18.0,22.38,30.0,0.0,0.0,0.0
MAV195,4,18.0,77.88,0.0,0.0,0.0,0.0
SNA14,4,18.0,61.15,30.0,0.0,0.0,0.0
SNA15,4,18.0,104.75,0.0,0.0,0.0,0.0
SNA17,4,18.0,19.88,30.0,0.0,0.0,0.0
SNA20,4,18.0,123.56,0.0,0.0,0.0,0.0
SNA21,4,18.0,68.62,30.0,0.0,0.0,0.0
SNA23,4,18.0,30.61,30.0,0.0,0.0,0.0
SNA24,4,18.0,27.42,30.0,0.0,0.0,0.0
SER27,4,18.0,214.55,0.0,0.0,0.0,0.0
SNA28,4,18.0,1.18,30.0,0.0,0.0,0.0
SNA32,4,18.0,24.61,30.0,0.0,0.0,0.0
MAV36,4,18.0,40.5,0.0,0.0,0.0,0.0
MAV51,4,18.0,15.34,0.0,0.0,0.0,0.0
MAV61,4,18.0,8.77,0.0,0.0,0.0,0.0
MAV82,4,18.0,56.64,0.0,0.0,0.0,0.0
MAV105,4,18.0,10.03,0.0,0.0,0.0,0.0
MAV111,4,18.0,21.42,0.0,0.0,0.0,0.0
MAV113,4,18.0,7.58,0.0,0.0,0.0,0.0
OFE1,4,18.0,6.37,0.0,0.0,0.0,0.0
BRU1,4,18.0,11.52,0.0,0.0,0.0,0.0
BRU3,4,18.0,24.07,0.0,0.0,0.0,0.0
BRU11,4,18.0,9.44,0.0,0.0,0.0,0.0
BRU12,4,18.0,6.21,0.0,0.0,0.0,0.0
BRU13,4,18.0,8.26,0.0,0.0,0.0,0.0
BRU15,4,18.0,9.35,0.0,0.0,0.0,0.0
BRU16,4,18.0,10.87,0.0,0.0,0.0,0.0
BRU31,4,18.0,16.71,0.0,0.0,0.0,0.0
BRU42,4,18.0,16.65,0.0,0.0,0.0,0.0
BRU44,4,18.0,11.95,0.0,0.0,0.0,0.0
BRU46,4,18.0,36.76,0.0,0.0,0.0,0.0
BRU48,4,18.0,6.49,0.0,0.0,0.0,0.0
BRU53,4,18.0,15.51,0.0,0.0,0.0,0.0
BRU54,4,18.0,14.05,0.0,0.0,0.0,0.0
BRU58,4,18.0,10.05,0.0,0.0,0.0,0.0
BRU59,4,18.0,14.4,0.0,0.0,0.0,0.0
BRU79,4,18.0,6.58,0.0,0.0,0.0,0.0
NIP12,4,18.0,12.98,0.0,0.0,0.0,0.0
LIF8,4,18.0,12.8,30.0,0.0,0.0,0.0
LIF9,4,18.0,19.43,30.0,0.0,0.0,0.0
ULTR35,4,18.0,47.96,0.0,0.0,0.0,0.0
IQF1,4,18.0,6.61,0.0,0.0,0.0,0.0
IQF3,4,18.0,5.97,0.0,0.0,0.0,0.0
IQF4,4,18.0,11.8,0.0,0.0,0.0,0.0
IQF5,4,18.0,7.08,0.0,0.0,0.0,0.0
IQF6,4,18.0,13.63,0.0,0.0,0.0,0.0
IQF7,4,18.0,5.9,0.0,0.0,0.0,0.0
IQF8,4,18.0,11.8,0.0,0.0,0.0,0.0
ULTR16,4,18.0,8.26,0.0,0.0,0.0,0.0
IQF10,4,18.0,4.67,0.0,0.0,0.0,0.0
IQF11,4,18.0,3.74,0.0,0.0,0.0,0.0
IQF12,4,18.0,7.74,0.0,0.0,0.0,0.0
IQF13,4,18.0,72.62,0.0,0.0,0.0,0.0
IQF14,4,18.0,10.1,0.0,0.0,0.0,0.0
IQF15,4,18.0,4.13,0.0,0.0,0.0,0.0
IQF16,4,18.0,4.41,0.0,0.0,0.0,0.0
IQF18,4,18.0,9.91,0.0,0.0,0.0,0.0
IQF20,4,18.0,4.39,0.0,0.0,0.0,0.0
WERM2,4,18.0,7.08,0.0,0.0,0.0,0.0
IQF23,4,18.0,7.08,0.0,0.0,0.0,0.0
DEG6,4,18.0,13.36,0.0,0.0,0.0,0.0
DEG9,4,18.0,21.24,0.0,0.0,0.0,0.0
DEG19,4,18.0,28.57,0.0,0.0,0.0,0.0
DEG22,4,18.0,27.07,0.0,0.0,0.0,0.0
DEG27,4,18.0,11.59,0.0,0.0,0.0,0.0
DEG30,4,18.0,46.54,0.0,0.0,0.0,0.0
DEG31,4,18.0,14.81,0.0,0.0,0.0,0.0
DEG34,4,18.0,36.84,0.0,0.0,0.0,0.0
AVIVIA12,4,18.0,5.31,0.0,0.0,0.0,0.0
SON20,4,18.0,12.96,30.0,0.0,0.0,0.0
SON32,4,18.0,14.31,0.0,0.0,0.0,0.0
NOV48,4,18.0,6.5,0.0,0.0,0.0,0.0
NOV50,4,18.0,6.5,0.0,0.0,0.0,0.0
VAR1,4,18.0,14.08,0.0,0.0,0.0,0.0
VAR2,4,18.0,40.23,0.0,0.0,0.0,0.0
VAR3,4,18.0,33.83,0.0,0.0,0.0,0.0
VAR4,4,18.0,26.75,0.0,0.0,0.0,0.0
VAR8,4,18.0,23.2,0.0,0.0,0.0,0.0
VAR9,4,18.0,8.26,0.0,0.0,0.0,0.0
VAR10,4,18.0,7.08,0.0,0.0,0.0,0.0
VAR12,4,18.0,4.01,0.0,0.0,0.0,0.0
VAR16,4,18.0,28.32,0.0,0.0,0.0,0.0
VAR17,4,18.0,7.67,0.0,0.0,0.0,0.0
VAR19,4,18.0,37.39,0.0,0.0,0.0,0.0
VAR20,4,18.0,20.56,0.0,0.0,0.0,0.0
VAR21,4,18.0,9.62,0.0,0.0,0.0,0.0
VAR26,4,18.0,27.06,0.0,0.0,0.0,0.0
VAR27,4,18.0,6.49,0.0,0.0,0.0,0.0
VAR28,4,18.0,32.76,25.0,0.0,0.0,0.0
VAR32,4,18.0,120.41,0.0,0.0,0.0,0.0
MAV182,4,18.0,14.16,0.0,0.0,0.0,0.0
VAR35,4,18.0,10.62,0.0,0.0,0.0,0.0
VAR36,4,18.0,12.39,0.0,0.0,0.0,0.0
VAR48,4,18.0,28.13,0.0,0.0,0.0,0.0
MAV181,4,18.0,6.07,0.0,0.0,0.0,0.0
JAL10,4,18.0,52.13,0.0,0.0,0.0,0.0
JAL22,4,18.0,61.8,0.0,0.0,0.0,0.0
JAL26,4,18.0,10.31,0.0,0.0,0.0,0.0
JAL28,4,18.0,10.31,0.0,0.0,0.0,0.0
JAL35,4,18.0,23.01,0.0,0.0,0.0,0.0
JAL37,4,18.0,66.52,0.0,0.0,0.0,0.0
GEL1,4,18.0,63.29,0.0,0.0,0.0,0.0
GEL3,4,18.0,14.15,0.0,0.0,0.0,0.0
GEL5,4,18.0,16.33,0.0,0.0,0.0,0.0
NAT10,4,18.0,14.16,0.0,0.0,0.0,0.0
GEL8,4,18.0,45.05,25.0,0.0,0.0,0.0
GEL12,4,18.0,22.1,0.0,0.0,0.0,0.0
GEL14,4,18.0,48.59,0.0,0.0,0.0,0.0
URB3,4,18.0,33.75,0.0,0.0,0.0,0.0
ACO9,4,18.0,12.39,0.0,0.0,0.0,0.0
NOV70,4,18.0,44.84,0.0,0.0,0.0,0.0
VIC3,4,18.0,18.29,0.0,0.0,0.0,0.0
VIC5,4,18.0,86.77,30.0,0.0,0.0,0.0
AVIVIA11,4,18.0,5.31,0.0,0.0,0.0,0.0
NAT24,4,18.0,29.5,0.0,0.0,0.0,0.0
BRU88,4,18.0,16.28,0.0,0.0,0.0,0.0
NAT31,4,18.0,23.37,0.0,0.0,0.0,0.0
NAT36,4,18.0,14.34,0.0,0.0,0.0,0.0
RAM3,4,18.0,55.68,0.0,0.0,0.0,0.0
RAM5,4,18.0,75.05,0.0,0.0,0.0,0.0
MVI1,4,18.0,17.11,0.0,0.0,0.0,0.0
VAR102,4,18.0,111.51,0.0,0.0,0.0,0.0
MVI44,4,18.0,16.1,0.0,0.0,0.0,0.0
MVI46,4,18.0,20.65,0.0,0.0,0.0,0.0
TOC2,4,18.0,23.72,0.0,0.0,0.0,0.0
TOC3,4,18.0,22.93,0.0,0.0,0.0,0.0
TOC4,4,18.0,25.56,0.0,0.0,0.0,0.0
MAV191,4,18.0,21.42,0.0,0.0,0.0,0.0
FAR4,4,18.0,20.06,0.0,0.0,0.0,0.0
FAR5,4,18.0,31.78,0.0,0.0,0.0,0.0
FAR6,4,18.0,59.63,15.0,0.0,0.0,0.0
FAR7,4,18.0,21.65,0.0,0.0,0.0,0.0
FAR12,4,18.0,30.21,0.0,0.0,0.0,0.0
NAF1,4,18.0,35.4,0.0,0.0,0.0,0.0
NAF3,4,18.0,43.66,30.0,0.0,0.0,0.0
NAF4,4,18.0,13.63,0.0,0.0,0.0,0.0
NAF5,4,18.0,43.9,0.0,0.0,0.0,0.0
VAR13,4,18.0,5.75,0.0,0.0,0.0,0.0
NAF8,4,18.0,42.48,0.0,0.0,0.0,0.0
NAF10,4,18.0,47.2,0.0,0.0,0.0,0.0
TEC5,4,18.0,15.58,0.0,0.0,0.0,0.0
AVIVIA35,4,18.0,9.44,0.0,0.0,0.0,0.0
AVIVIA36,4,18.0,18.88,0.0,0.0,0.0,0.0
AVIVIA44,4,18.0,8.26,0.0,0.0,0.0,0.0
ALPH1,4,18.0,5.45,0.0,0.0,0.0,0.0
AVIVIA40,4,18.0,21.24,0.0,0.0,0.0,0.0
AVIVIA63,4,18.0,23.6,0.0,0.0,0.0,0.0
MIC4,4,18.0,59.0,0.0,0.0,0.0,0.0
KEN1,4,18.0,135.7,0.0,0.0,0.0,0.0
KEN3,4,18.0,135.7,0.0,0.0,0.0,0.0
KEN4,4,18.0,135.7,0.0,0.0,0.0,0.0
KEN5,4,18.0,10.74,0.0,0.0,0.0,0.0
AMS66,4,18.0,89.51,0.0,0.0,0.0,0.0
KEN8,4,18.0,151.04,0.0,0.0,0.0,0.0
KEN11,4,18.0,151.04,0.0,0.0,0.0,0.0
LOE10,4,18.0,22.33,0.0,0.0,0.0,0.0
LOE15,4,18.0,20.25,0.0,0.0,0.0,0.0
LOE17,4,18.0,44.4,0.0,0.0,0.0,0.0
