CVE_PROD,NLISPRE,LMARGEN,LPRECPROD,LDCTO1P,LDCTO2P,LEXCDESD,LEXCHAST
COL9,1,25.0,70.99,0.0,0.0,0.0,0.0
COL23,1,25.0,32.08,0.0,0.0,0.0,0.0
COL53,1,30.0,37.7,0.0,0.0,0.0,0.0
COL54,1,20.0,24.05,0.0,0.0,0.0,0.0
COL55,1,25.0,15.0,0.0,0.0,0.0,0.0
COL58,1,25.0,24.94,0.0,0.0,0.0,0.0
COL60,1,25.0,52.5,0.0,0.0,0.0,0.0
COL70,1,30.0,41.89,0.0,0.0,0.0,0.0
LAND5,1,25.0,30.38,0.0,0.0,0.0,0.0
SNA4,1,25.0,24.38,15.0,0.0,0.0,0.0
SNA7,1,25.0,23.71,15.0,0.0,0.0,0.0
MAV195,1,20.0,79.2,0.0,0.0,0.0,0.0
SNA14,1,25.0,64.78,15.0,0.0,0.0,0.0
SNA15,1,30.0,115.4,0.0,0.0,0.0,0.0
SNA17,1,25.0,21.06,15.0,0.0,0.0,0.0
SNA20,1,30.0,136.12,0.0,0.0,0.0,0.0
SNA21,1,25.0,72.69,15.0,0.0,0.0,0.0
SNA23,1,25.0,32.43,15.0,0.0,0.0,0.0
SNA24,1,25.0,29.05,15.0,0.0,0.0,0.0
SER27,1,20.0,218.18,0.0,0.0,0.0,0.0
SNA28,1,25.0,1.25,15.0,0.0,0.0,0.0
SNA32,1,25.0,26.08,15.0,0.0,0.0,0.0
MAV36,1,25.0,42.9,0.0,0.0,0.0,0.0
MAV51,1,20.0,15.6,0.0,0.0,0.0,0.0
MAV61,1,25.0,9.29,0.0,0.0,0.0,0.0
MAV82,1,30.0,62.4,0.0,0.0,0.0,0.0
MAV105,1,25.0,10.63,0.0,0.0,0.0,0.0
MAV111,1,20.0,21.78,0.0,0.0,0.0,0.0
MAV113,1,20.0,7.7,0.0,0.0,0.0,0.0
OFE1,1,25.0,6.75,0.0,0.0,0.0,0.0
BRU1,1,30.0,12.69,0.0,0.0,0.0,0.0
BRU3,1,30.0,26.52,0.0,0.0,0.0,0.0
BRU11,1,25.0,10.0,0.0,0.0,0.0,0.0
BRU12,1,25.0,6.58,0.0,0.0,0.0,0.0
BRU13,1,30.0,9.1,0.0,0.0,0.0,0.0
BRU15,1,25.0,9.9,0.0,0.0,0.0,0.0
BRU16,1,25.0,11.51,0.0,0.0,0.0,0.0
BRU31,1,25.0,17.71,0.0,0.0,0.0,0.0
BRU42,1,25.0,17.64,0.0,0.0,0.0,0.0
BRU44,1,25.0,12.66,0.0,0.0,0.0,0.0
BRU46,1,25.0,38.94,0.0,0.0,0.0,0.0
BRU48,1,25.0,6.88,0.0,0.0,0.0,0.0
BRU53,1,30.0,17.08,0.0,0.0,0.0,0.0
BRU54,1,30.0,15.48,0.0,0.0,0.0,0.0
BRU58,1,30.0,11.08,0.0,0.0,0.0,0.0
BRU59,1,30.0,15.86,0.0,0.0,0.0,0.0
BRU79,1,5.0,5.86,0.0,0.0,0.0,0.0
NIP12,1,25.0,13.75,0.0,0.0,0.0,0.0
LIF8,1,25.0,13.56,15.0,0.0,0.0,0.0
LIF9,1,25.0,20.59,15.0,0.0,0.0,0.0
ULTR35,1,5.0,42.67,0.0,0.0,0.0,0.0
IQF1,1,25.0,7.0,0.0,0.0,0.0,0.0
IQF3,1,25.0,6.33,0.0,0.0,0.0,0.0
IQF4,1,30.0,13.0,0.0,0.0,0.0,0.0
IQF5,1,25.0,7.5,0.0,0.0,0.0,0.0
IQF6,1,20.0,13.86,0.0,0.0,0.0,0.0
IQF7,1,30.0,6.5,0.0,0.0,0.0,0.0
IQF8,1,30.0,13.0,0.0,0.0,0.0,0.0
ULTR16,1,25.0,8.75,0.0,0.0,0.0,0.0
IQF10,1,25.0,4.95,0.0,0.0,0.0,0.0
IQF11,1,30.0,4.12,0.0,0.0,0.0,0.0
IQF12,1,30.0,8.53,0.0,0.0,0.0,0.0
IQF13,1,30.0,80.0,0.0,0.0,0.0,0.0
IQF14,1,30.0,11.13,0.0,0.0,0.0,0.0
IQF15,1,25.0,4.38,0.0,0.0,0.0,0.0
IQF16,1,20.0,4.49,0.0,0.0,0.0,0.0
IQF18,1,25.0,10.5,0.0,0.0,0.0,0.0
IQF20,1,30.0,4.84,0.0,0.0,0.0,0.0
WERM2,1,25.0,7.5,0.0,0.0,0.0,0.0
IQF23,1,25.0,7.5,0.0,0.0,0.0,0.0
DEG6,1,30.0,14.72,0.0,0.0,0.0,0.0
DEG9,1,25.0,22.5,0.0,0.0,0.0,0.0
DEG19,1,25.0,30.26,0.0,0.0,0.0,0.0
DEG22,1,25.0,28.68,0.0,0.0,0.0,0.0
DEG27,1,30.0,12.77,0.0,0.0,0.0,0.0
DEG30,1,25.0,49.3,0.0,0.0,0.0,0.0
DEG31,1,30.0,16.32,0.0,0.0,0.0,0.0
DEG34,1,25.0,39.03,0.0,0.0,0.0,0.0
AVIVIA12,1,25.0,5.63,0.0,0.0,0.0,0.0
SON20,1,25.0,13.73,15.0,0.0,0.0,0.0
SON32,1,25.0,15.16,0.0,0.0,0.0,0.0
NOV48,1,5.0,5.79,0.0,0.0,0.0,0.0
NOV50,1,30.0,7.16,0.0,0.0,0.0,0.0
VAR1,1,25.0,14.91,0.0,0.0,0.0,0.0
VAR2,1,10.0,37.5,0.0,0.0,0.0,0.0
VAR3,1,25.0,35.84,0.0,0.0,0.0,0.0
VAR4,1,20.0,27.2,0.0,0.0,0.0,0.0
VAR8,1,25.0,24.58,0.0,0.0,0.0,0.0
VAR9,1,25.0,8.75,0.0,0.0,0.0,0.0
VAR10,1,25.0,7.5,0.0,0.0,0.0,0.0
VAR12,1,25.0,4.25,0.0,0.0,0.0,0.0
VAR16,1,25.0,30.0,0.0,0.0,0.0,0.0
VAR17,1,25.0,8.13,0.0,0.0,0.0,0.0
VAR19,1,5.0,33.27,0.0,0.0,0.0,0.0
VAR20,1,25.0,21.78,0.0,0.0,0.0,0.0
VAR21,1,25.0,10.19,0.0,0.0,0.0,0.0
VAR26,1,30.0,29.81,0.0,0.0,0.0,0.0
VAR27,1,25.0,6.88,0.0,0.0,0.0,0.0
VAR28,1,25.0,34.7,15.0,0.0,0.0,0.0
VAR32,1,25.0,127.55,0.0,0.0,0.0,0.0
MAV182,1,25.0,15.0,0.0,0.0,0.0,0.0
VAR35,1,25.0,11.25,0.0,0.0,0.0,0.0
VAR36,1,25.0,13.13,0.0,0.0,0.0,0.0
VAR48,1,25.0,29.8,0.0,0.0,0.0,0.0
MAV181,1,20.0,6.17,0.0,0.0,0.0,0.0
JAL10,1,25.0,55.22,0.0,0.0,0.0,0.0
JAL22,1,25.0,65.47,0.0,0.0,0.0,0.0
JAL26,1,25.0,10.92,0.0,0.0,0.0,0.0
JAL28,1,25.0,10.92,0.0,0.0,0.0,0.0
JAL35,1,20.0,23.4,0.0,0.0,0.0,0.0
JAL37,1,20.0,67.65,0.0,0.0,0.0,0.0
GEL1,1,20.0,64.36,0.0,0.0,0.0,0.0
GEL3,1,20.0,14.39,0.0,0.0,0.0,0.0
GEL5,1,20.0,16.61,0.0,0.0,0.0,0.0
NAT10,1,30.0,15.6,0.0,0.0,0.0,0.0
GEL8,1,20.0,45.82,15.0,0.0,0.0,0.0
GEL12,1,20.0,22.48,0.0,0.0,0.0,0.0
GEL14,1,20.0,49.41,0.0,0.0,0.0,0.0
URB3,1,30.0,37.18,0.0,0.0,0.0,0.0
ACO9,1,25.0,13.13,0.0,0.0,0.0,0.0
NOV70,1,25.0,47.5,0.0,0.0,0.0,0.0
VIC3,1,30.0,20.15,0.0,0.0,0.0,0.0
VIC5,1,25.0,91.91,15.0,0.0,0.0,0.0
AVIVIA11,1,25.0,5.63,0.0,0.0,0.0,0.0
NAT24,1,25.0,31.25,0.0,0.0,0.0,0.0
BRU88,1,30.0,17.94,0.0,0.0,0.0,0.0
NAT31,1,10.0,21.78,0.0,0.0,0.0,0.0
NAT36,1,25.0,15.19,0.0,0.0,0.0,0.0
RAM3,1,25.0,58.98,0.0,0.0,0.0,0.0
RAM5,1,30.0,82.68,0.0,0.0,0.0,0.0
MVI1,1,30.0,18.85,0.0,0.0,0.0,0.0
VAR102,1,30.0,122.85,0.0,0.0,0.0,0.0
MVI44,1,30.0,17.73,0.0,0.0,0.0,0.0
MVI46,1,30.0,22.75,0.0,0.0,0.0,0.0
TOC2,1,30.0,26.13,0.0,0.0,0.0,0.0
TOC3,1,30.0,25.26,0.0,0.0,0.0,0.0
TOC4,1,30.0,28.16,0.0,0.0,0.0,0.0
MAV191,1,25.0,22.69,0.0,0.0,0.0,0.0
FAR4,1,5.0,17.85,0.0,0.0,0.0,0.0
FAR5,1,23.0,33.12,0.0,0.0,0.0,0.0
FAR6,1,25.0,63.16,15.0,0.0,0.0,0.0
FAR7,1,23.0,22.57,0.0,0.0,0.0,0.0
FAR12,1,30.0,33.28,0.0,0.0,0.0,0.0
NAF1,1,25.0,37.5,0.0,0.0,0.0,0.0
NAF3,1,25.0,46.25,15.0,0.0,0.0,0.0
NAF4,1,30.0,15.02,0.0,0.0,0.0,0.0
NAF5,1,25.0,46.5,0.0,0.0,0.0,0.0
VAR13,1,30.0,6.33,0.0,0.0,0.0,0.0
NAF8,1,28.0,46.08,0.0,0.0,0.0,0.0
NAF10,1,25.0,50.0,0.0,0.0,0.0,0.0
TEC5,1,25.0,16.5,0.0,0.0,0.0,0.0
AVIVIA35,1,25.0,10.0,0.0,0.0,0.0,0.0
AVIVIA36,1,24.4,19.9,0.0,0.0,0.0,0.0
AVIVIA44,1,25.0,8.75,0.0,0.0,0.0,0.0
ALPH1,1,25.0,5.78,0.0,0.0,0.0,0.0
AVIVIA40,1,25.0,22.5,0.0,0.0,0.0,0.0
AVIVIA63,1,10.0,22.0,0.0,0.0,0.0,0.0
MIC4,1,25.0,62.5,0.0,0.0,0.0,0.0
KEN1,1,25.0,143.75,0.0,0.0,0.0,0.0
KEN3,1,25.0,143.75,0.0,0.0,0.0,0.0
KEN4,1,25.0,143.75,0.0,0.0,0.0,0.0
KEN5,1,30.0,11.83,0.0,0.0,0.0,0.0
AMS66,1,10.6,83.9,0.0,0.0,0.0,0.0
KEN8,1,30.0,166.4,0.0,0.0,0.0,0.0
KEN11,1,25.0,160.0,0.0,0.0,0.0,0.0
LOE10,1,20.0,22.7,0.0,0.0,0.0,0.0
LOE15,1,20.0,20.59,0.0,0.0,0.0,0.0
LOE17,1,30.0,48.92,0.0,0.0,0.0,0.0
LOE18,1,26.0,22.68,0.0,0.0,0.0,0.0
LOE23,1,30.0,13.65,0.0,0.0,0.0,0.0
LOE26,1,30.0,5.98,0.0,0.0,0.0,0.0
CON1,1,25.0,7.25,0.0,0.0,0.0,0.0
CON2,1,25.0,14.38,0.0,0.0,0.0,0.0
CON3,1,25.0,16.88,0.0,0.0,0.0,0.0
MAV121,1,25.0,13.25,0.0,0.0,0.0,0.0
CON5,1,1.0,30.91,0.0,0.0,0.0,0.0
CON12,1,30.0,17.55,0.0,0.0,0.0,0.0
CON13,1,25.0,17.5,0.0,0.0,0.0,0.0
CON14,1,10.0,28.05,0.0,0.0,0.0,0.0
CON15,1,25.0,19.38,0.0,0.0,0.0,0.0
CON16,1,25.0,15.63,0.0,0.0,0.0,0.0
CON18,1,25.0,5.0,0.0,0.0,0.0,0.0
CON19,1,25.0,7.5,0.0,0.0,0.0,0.0
CON20,1,25.0,12.5,0.0,0.0,0.0,0.0
BRU80,1,30.0,18.37,0.0,0.0,0.0,0.0
MAV124,1,25.0,48.1,0.0,0.0,0.0,0.0
CON22,1,25.0,28.13,0.0,0.0,0.0,0.0
IQF24,1,30.0,5.93,0.0,0.0,0.0,0.0
BRU89,1,25.0,7.53,0.0,0.0,0.0,0.0
NAT48,1,25.0,33.75,15.0,0.0,0.0,0.0
MIC5,1,25.0,30.0,0.0,0.0,0.0,0.0
LROY11,1,20.0,52.5,0.0,0.0,0.0,0.0
VAR31,1,30.0,37.88,0.0,0.0,0.0,0.0
LAND7,1,25.0,18.7,0.0,0.0,0.0,0.0
TOC5,1,30.0,32.23,0.0,0.0,0.0,0.0
MVI61,1,25.0,18.1,0.0,0.0,0.0,0.0
MVI62,1,30.0,15.95,0.0,0.0,0.0,0.0
CMD15,1,20.0,40.69,0.0,0.0,0.0,0.0
CMD19,1,5.0,46.33,0.0,0.0,0.0,0.0
CMD21,1,25.0,25.65,0.0,0.0,0.0,0.0
CMD26,1,25.0,27.94,0.0,0.0,0.0,0.0
CMD27,1,5.0,32.21,0.0,0.0,0.0,0.0
GEL18,1,20.0,47.95,0.0,0.0,0.0,0.0
VAR14,1,25.0,10.5,0.0,0.0,0.0,0.0
VAR52,1,30.0,101.4,0.0,0.0,0.0,0.0
VAR53,1,30.0,13.59,0.0,0.0,0.0,0.0
MVI66,1,25.0,8.63,15.0,0.0,0.0,0.0
URB7,1,25.0,27.0,0.0,0.0,0.0,0.0
CMD30,1,20.0,45.78,0.0,0.0,0.0,0.0
YPN11,1,5.0,42.61,0.0,0.0,0.0,0.0
YPN13,1,5.0,22.23,0.0,0.0,0.0,0.0
YPN17,1,5.0,40.15,0.0,0.0,0.0,0.0
CMD36,1,20.0,35.04,0.0,0.0,0.0,0.0
CMD37,1,30.0,30.16,0.0,0.0,0.0,0.0
AVIVIA16,1,30.0,19.5,0.0,0.0,0.0,0.0
LIF23,1,25.0,29.0,15.0,0.0,0.0,0.0
NAT56,1,25.0,33.75,15.0,0.0,0.0,0.0
LIF24,1,25.0,20.45,15.0,0.0,0.0,0.0
SON40,1,5.0,16.97,0.0,0.0,0.0,0.0
SON42,1,25.0,29.1,0.0,0.0,0.0,0.0
SON43,1,25.0,39.04,0.0,0.0,0.0,0.0
CON26,1,25.0,24.38,15.0,0.0,0.0,0.0
GROS2,1,30.0,84.5,0.0,0.0,0.0,0.0
DKT8,1,25.0,32.32,0.0,0.0,0.0,0.0
SON46,1,25.0,13.78,0.0,0.0,0.0,0.0
CON27,1,25.0,23.75,0.0,0.0,0.0,0.0
CON29,1,25.0,18.75,0.0,0.0,0.0,0.0
LOE27,1,30.0,19.38,0.0,0.0,0.0,0.0
ACO10,1,20.0,132.0,0.0,0.0,0.0,0.0
DKT16,1,20.0,37.28,0.0,0.0,0.0,0.0
LIF26,1,25.0,15.95,15.0,0.0,0.0,0.0
LIF27,1,25.0,7.98,15.0,0.0,0.0,0.0
LIF29,1,25.0,16.31,15.0,0.0,0.0,0.0
LIF32,1,30.0,19.73,0.0,0.0,0.0,0.0
LIF33,1,25.0,16.25,15.0,0.0,0.0,0.0
LIF34,1,25.0,11.6,15.0,0.0,0.0,0.0
LIF35,1,25.0,11.59,15.0,0.0,0.0,0.0
LIF36,1,25.0,20.3,15.0,0.0,0.0,0.0
LIF37,1,25.0,11.6,15.0,0.0,0.0,0.0
LIF38,1,25.0,16.89,15.0,0.0,0.0,0.0
NAF2,1,30.0,7.15,0.0,0.0,0.0,0.0
LIF41,1,25.0,12.29,15.0,0.0,0.0,0.0
LIF43,1,25.0,16.2,15.0,0.0,0.0,0.0
LIF44,1,30.0,27.89,0.0,0.0,0.0,0.0
AVIVIA42,1,25.0,7.5,0.0,0.0,0.0,0.0
AVIVIA64,1,25.0,26.25,0.0,0.0,0.0,0.0
ULTR8,1,25.0,5.25,0.0,0.0,0.0,0.0
ULTR9,1,25.0,0.01,0.0,0.0,0.0,0.0
JAL43,1,20.0,45.18,0.0,0.0,0.0,0.0
JAL44,1,30.0,9.59,0.0,0.0,0.0,0.0
JAL45,1,20.0,46.53,0.0,0.0,0.0,0.0
JAL46,1,25.0,11.16,0.0,0.0,0.0,0.0
JAL48,1,30.0,18.44,0.0,0.0,0.0,0.0
JAL49,1,20.0,45.63,0.0,0.0,0.0,0.0
LAND6,1,1.0,65.61,0.0,0.0,0.0,0.0
JAL51,1,30.0,66.3,0.0,0.0,0.0,0.0
CMD46,1,30.0,39.0,0.0,0.0,0.0,0.0
AVIVIA39,1,25.0,5.91,0.0,0.0,0.0,0.0
VAR23,1,25.0,78.75,0.0,0.0,0.0,0.0
CMD48,1,30.0,104.65,0.0,0.0,0.0,0.0
MVI70,1,25.0,247.84,0.0,0.0,0.0,0.0
ULTR41,1,10.0,51.3,0.0,0.0,0.0,0.0
ULTR42,1,25.0,104.35,0.0,0.0,0.0,0.0
MAV139,1,25.0,30.45,0.0,0.0,0.0,0.0
MAV140,1,30.0,123.5,0.0,0.0,0.0,0.0
LIF46,1,25.0,16.84,15.0,0.0,0.0,0.0
LIF47,1,25.0,25.54,15.0,0.0,0.0,0.0
LIF48,1,25.0,16.68,15.0,0.0,0.0,0.0
LIF49,1,25.0,17.4,15.0,0.0,0.0,0.0
NIP10,1,25.0,11.13,0.0,0.0,0.0,0.0
AVIVIA23,1,25.0,10.63,0.0,0.0,0.0,0.0
ULTR22,1,25.0,10.0,0.0,0.0,0.0,0.0
VAR65,1,25.0,6.08,0.0,0.0,0.0,0.0
NIP11,1,25.0,13.75,0.0,0.0,0.0,0.0
JAYOR9,1,25.0,155.05,0.0,0.0,0.0,0.0
JAYOR11,1,25.0,49.34,0.0,0.0,0.0,0.0
VAR70,1,25.0,71.66,0.0,0.0,0.0,0.0
BIOM2,1,5.0,22.58,0.0,0.0,0.0,0.0
BIOM15,1,15.0,5.55,0.0,0.0,0.0,0.0
BIOM16,1,25.0,7.25,0.0,0.0,0.0,0.0
BIOM19,1,25.0,40.56,0.0,0.0,0.0,0.0
OFE10,1,25.0,0.01,0.0,0.0,0.0,0.0
OFE11,1,25.0,47.1,0.0,0.0,0.0,0.0
DALUX2,1,30.0,38.84,0.0,0.0,0.0,0.0
AVIVIA21,1,25.0,33.13,0.0,0.0,0.0,0.0
VAR30,1,25.0,35.0,0.0,0.0,0.0,0.0
DALUX6,1,30.0,46.9,0.0,0.0,0.0,0.0
LAND2,1,25.0,38.19,0.0,0.0,0.0,0.0
CALUX8,1,25.0,43.75,0.0,0.0,0.0,0.0
DALUX8,1,30.0,41.31,0.0,0.0,0.0,0.0
DALUX9,1,30.0,76.83,0.0,0.0,0.0,0.0
DALUX10,1,30.0,40.53,0.0,0.0,0.0,0.0
DALUX11,1,30.0,44.2,0.0,0.0,0.0,0.0
LAND4,1,25.0,12.24,0.0,0.0,0.0,0.0
VAR72,1,30.0,32.02,0.0,0.0,0.0,0.0
VAR73,1,25.0,39.0,0.0,0.0,0.0,0.0
AMS21,1,25.0,10.58,0.0,0.0,0.0,0.0
AMS22,1,25.0,11.9,0.0,0.0,0.0,0.0
DKT22,1,25.0,97.14,0.0,0.0,0.0,0.0
AVIVIA29,1,25.0,101.25,0.0,0.0,0.0,0.0
CMD50,1,25.0,30.5,0.0,0.0,0.0,0.0
JAYOR12,1,30.0,188.5,0.0,0.0,0.0,0.0
JAYOR13,1,25.0,162.5,0.0,0.0,0.0,0.0
SON49,1,25.0,37.64,15.0,0.0,0.0,0.0
SON51,1,25.0,29.59,15.0,0.0,0.0,0.0
URB8,1,25.0,26.4,15.0,0.0,0.0,0.0
URB9,1,25.0,30.0,0.0,0.0,0.0,0.0
AVIVIA65,1,25.0,25.0,0.0,0.0,0.0,0.0
VAR81,1,25.0,21.81,0.0,0.0,0.0,0.0
VAR83,1,30.0,42.41,0.0,0.0,0.0,0.0
SER11,1,25.0,16.05,0.0,0.0,0.0,0.0
NAT63,1,25.0,75.0,0.0,0.0,0.0,0.0
YPN24,1,25.0,111.77,0.0,0.0,0.0,0.0
SER12,1,25.0,27.59,0.0,0.0,0.0,0.0
RAAM13,1,25.0,36.25,0.0,0.0,0.0,0.0
DKT25,1,25.0,49.26,0.0,0.0,0.0,0.0
JAYOR19,1,30.0,185.8,0.0,0.0,0.0,0.0
VAR87,1,25.0,35.51,15.0,0.0,0.0,0.0
LIF54,1,25.0,15.23,15.0,0.0,0.0,0.0
AMS29,1,25.0,49.58,0.0,0.0,0.0,0.0
AMS30,1,25.0,47.69,0.0,0.0,0.0,0.0
LOE35,1,25.0,0.01,0.0,0.0,0.0,0.0
LOE39,1,30.0,17.88,0.0,0.0,0.0,0.0
AMS65,1,5.0,48.99,0.0,0.0,0.0,0.0
LOE55,1,20.0,108.0,0.0,0.0,0.0,0.0
BIOM25,1,25.0,10.19,0.0,0.0,0.0,0.0
LOE60,1,30.0,11.73,0.0,0.0,0.0,0.0
ACO2,1,25.0,19.69,0.0,0.0,0.0,0.0
ACO5,1,24.0,19.84,0.0,0.0,0.0,0.0
AVIVIA67,1,25.0,18.75,0.0,0.0,0.0,0.0
VAR89,1,5.0,16.62,0.0,0.0,0.0,0.0
VAR90,1,25.0,13.06,15.0,0.0,0.0,0.0
LIF55,1,25.0,24.06,15.0,0.0,0.0,0.0
LOE62,1,30.0,15.8,0.0,0.0,0.0,0.0
DAN10,1,20.0,31.18,0.0,0.0,0.0,0.0
SER16,1,25.0,36.25,0.0,0.0,0.0,0.0
RAAM16,1,25.0,173.36,0.0,0.0,0.0,0.0
VAR91,1,25.0,10.03,15.0,0.0,0.0,0.0
NIP7,1,25.0,11.13,0.0,0.0,0.0,0.0
DEG44,1,25.0,21.0,0.0,0.0,0.0,0.0
WIP7,1,25.0,17.47,0.0,0.0,0.0,0.0
WIP8,1,25.0,34.94,0.0,0.0,0.0,0.0
VAR92,1,25.0,9.0,0.0,0.0,0.0,0.0
WIP21,1,25.0,32.5,0.0,0.0,0.0,0.0
LOE67,1,28.0,82.66,0.0,0.0,0.0,0.0
AVIVIA31,1,25.0,160.0,0.0,0.0,0.0,0.0
AMS38,1,25.0,81.65,0.0,0.0,0.0,0.0
LOE69,1,30.0,37.77,0.0,0.0,0.0,0.0
DEG41,1,30.0,23.92,0.0,0.0,0.0,0.0
MVI72,1,25.0,19.75,15.0,0.0,0.0,0.0
TEC7,1,30.0,24.05,0.0,0.0,0.0,0.0
NIP9,1,25.0,11.13,0.0,0.0,0.0,0.0
GROS3,1,30.0,40.25,0.0,0.0,0.0,0.0
GROS4,1,30.0,22.84,0.0,0.0,0.0,0.0
GROS5,1,25.0,21.63,0.0,0.0,0.0,0.0
GROS6,1,30.0,76.95,0.0,0.0,0.0,0.0
GROS7,1,30.0,81.98,0.0,0.0,0.0,0.0
GROS8,1,30.0,44.01,0.0,0.0,0.0,0.0
GROS9,1,25.0,137.81,0.0,0.0,0.0,0.0
GROS10,1,25.0,84.64,0.0,0.0,0.0,0.0
GROS11,1,30.0,86.33,0.0,0.0,0.0,0.0
JAYOR23,1,30.0,110.01,0.0,0.0,0.0,0.0
AVIVIA61,1,25.0,31.25,0.0,0.0,0.0,0.0
WIP22,1,20.0,34.85,0.0,0.0,0.0,0.0
TEC10,1,20.0,23.18,0.0,0.0,0.0,0.0
PIS4,1,25.0,4.63,0.0,0.0,0.0,0.0
PIS5,1,25.0,7.5,0.0,0.0,0.0,0.0
PIS6,1,30.0,12.86,0.0,0.0,0.0,0.0
AVIVIA58,1,25.0,27.5,0.0,0.0,0.0,0.0
AVIVIA60,1,22.0,73.2,0.0,0.0,0.0,0.0
JAYOR28,1,25.0,162.5,0.0,0.0,0.0,0.0
JAYOR29,1,30.0,185.8,0.0,0.0,0.0,0.0
JAYOR30,1,30.0,110.01,0.0,0.0,0.0,0.0
AVIVIA59,1,25.0,68.75,0.0,0.0,0.0,0.0
JAYOR32,1,30.0,45.6,0.0,0.0,0.0,0.0
GROS12,1,30.0,54.76,0.0,0.0,0.0,0.0
QUIFA3,1,20.0,28.11,0.0,0.0,0.0,0.0
QUIFA4,1,30.0,53.82,0.0,0.0,0.0,0.0
QUIFA5,1,20.0,23.8,0.0,0.0,0.0,0.0
QUIFA14,1,20.0,37.98,0.0,0.0,0.0,0.0
QUIFA16,1,20.0,25.5,0.0,0.0,0.0,0.0
QUIFA12,1,20.0,33.94,0.0,0.0,0.0,0.0
QUIFA19,1,20.0,38.74,0.0,0.0,0.0,0.0
PIS8,1,25.0,10.94,0.0,0.0,0.0,0.0
RAAM31,1,25.0,52.5,0.0,0.0,0.0,0.0
MAV178,1,25.0,13.13,0.0,0.0,0.0,0.0
SER21,1,25.0,41.66,0.0,0.0,0.0,0.0
AVIVIA32,1,25.0,19.38,0.0,0.0,0.0,0.0
GEL20,1,25.0,37.35,0.0,0.0,0.0,0.0
NAF11,1,25.0,10.63,0.0,0.0,0.0,0.0
YPN20,1,25.0,80.15,0.0,0.0,0.0,0.0
YPN21,1,25.0,80.15,0.0,0.0,0.0,0.0
YPN22,1,25.0,80.15,0.0,0.0,0.0,0.0
YPN23,1,25.0,80.14,0.0,0.0,0.0,0.0
WERM9,1,25.0,2.5,0.0,0.0,0.0,0.0
VIC15,1,25.0,19.45,15.0,0.0,0.0,0.0
VIC17,1,25.0,10.71,15.0,0.0,0.0,0.0
VIC18,1,25.0,13.94,15.0,0.0,0.0,0.0
VIC19,1,25.0,25.34,15.0,0.0,0.0,0.0
TEC11,1,25.0,259.05,0.0,0.0,0.0,0.0
RAAM19,1,25.0,10.5,0.0,0.0,0.0,0.0
JAL55,1,25.0,14.86,0.0,0.0,0.0,0.0
NOV59,1,25.0,55.0,0.0,0.0,0.0,0.0
PIS9,1,25.0,26.38,0.0,0.0,0.0,0.0
SON54,1,25.0,36.73,15.0,0.0,0.0,0.0
PROG1,1,25.0,44.8,0.0,0.0,0.0,0.0
PROG2,1,25.0,22.55,0.0,0.0,0.0,0.0
PROG4,1,5.0,82.48,0.0,0.0,0.0,0.0
PROG11,1,25.0,38.76,0.0,0.0,0.0,0.0
PROG13,1,25.0,19.25,0.0,0.0,0.0,0.0
PROG14,1,25.0,89.66,0.0,0.0,0.0,0.0
MIC8,1,25.0,30.0,15.0,0.0,0.0,0.0
KEN15,1,25.0,41.25,0.0,0.0,0.0,0.0
QUIFA26,1,20.0,17.1,0.0,0.0,0.0,0.0
PIS10,1,25.0,17.06,0.0,0.0,0.0,0.0
QUIFA29,1,20.0,20.92,0.0,0.0,0.0,0.0
TOC8,1,30.0,75.82,0.0,0.0,0.0,0.0
SER22,1,25.0,10.63,15.0,0.0,0.0,0.0
QUIFA34,1,30.0,12.0,0.0,0.0,0.0,0.0
QUIFA35,1,20.0,24.74,0.0,0.0,0.0,0.0
RAAM26,1,25.0,23.73,0.0,0.0,0.0,0.0
RAAM27,1,30.0,13.98,0.0,0.0,0.0,0.0
RAAM28,1,25.0,77.5,0.0,0.0,0.0,0.0
MAV152,1,25.0,52.0,0.0,0.0,0.0,0.0
AMS49,1,25.0,17.5,0.0,0.0,0.0,0.0
AMS51,1,25.0,13.85,0.0,0.0,0.0,0.0
JAYOR33,1,30.0,43.9,0.0,0.0,0.0,0.0
JAYOR35,1,30.0,47.76,0.0,0.0,0.0,0.0
PIS11,1,25.0,8.74,0.0,0.0,0.0,0.0
DEG43,1,25.0,25.3,0.0,0.0,0.0,0.0
PIS12,1,25.0,10.03,0.0,0.0,0.0,0.0
QUIFA42,1,25.0,59.0,0.0,0.0,0.0,0.0
LOE74,1,30.0,34.42,0.0,0.0,0.0,0.0
ACO11,1,20.5,66.28,0.0,0.0,0.0,0.0
PIS13,1,25.0,10.48,0.0,0.0,0.0,0.0
CON31,1,25.0,31.13,0.0,0.0,0.0,0.0
CON32,1,25.0,28.13,0.0,0.0,0.0,0.0
GEL22,1,1.0,58.32,0.0,0.0,0.0,0.0
GEL24,1,20.0,68.42,0.0,0.0,0.0,0.0
MAV160,1,25.0,81.21,0.0,0.0,0.0,0.0
MAV161,1,20.0,9.6,0.0,0.0,0.0,0.0
RAAM29,1,25.0,11.88,0.0,0.0,0.0,0.0
MAV162,1,20.0,29.04,0.0,0.0,0.0,0.0
MAV165,1,20.0,30.36,0.0,0.0,0.0,0.0
AVIVIA25,1,25.0,43.75,0.0,0.0,0.0,0.0
GEL26,1,30.0,39.88,0.0,0.0,0.0,0.0
